48209,51653
8221,11665
3551,6996
17544,20989
42310,45755
32776,36221
31032,34476
40846,44290
7149,10593
19536,22980
48047,51492
20370,23814
4864,8309
34166,37610
6876,10320
44203,47647
36982,40426
40889,44333
11487,14932
15875,19320
35434,38879
43594,47039
45283,48728
28494,31939
46187,49632
26691,30136
1976,5420
30925,34370
33964,37408
21501,24945
8538,11982
1848,5293
29027,32471
21406,24850
20693,24138
9213,12658
43785,47229
8136,11581
13072,16517
47421,50865
22122,25567
4322,7767
15377,18822
38944,42388
26980,30424
9917,13362
39088,42532
28714,32159
15424,18869
28876,32320
33293,36737
27316,30760
13780,17225
27311,30756
46474,49919
29857,33301
14419,17863
45793,49237
43957,47401
14958,18402
6130,9575
32545,35990
7378,10822
2614,6058
11772,15216
36974,40419
20599,24043
5050,8494
45419,48864
24058,27502
41288,44732
10112,13557
6342,9786
19889,23334
27367,30811
7809,11253
3643,7087
48497,51942
22528,25972
5782,9226
19117,22561
46201,49645
49734,53179
10936,14381
6968,10412
43671,47115
16635,20080
23827,27272
20636,24081
3332,6776
2509,5954
15610,19055
46958,50402
40201,43645
27238,30683
40942,44387
5428,8873
39028,42473
24281,27725
48719,52163
21446,24891
31012,34456
28420,31865
31903,35347
25543,28987
44443,47888
30900,34344
24929,28373
36811,40255
21504,24949
19879,23324
9088,12532
47220,50664
27987,31432
8738,12183
23587,27031
10414,13859
47200,50645
37166,40610
32213,35657
48154,51598
25594,29038
4679,8124
26821,30265
46630,50074
29242,32687
34799,38243
27541,30986
48347,51791
27759,31203
10332,13777
44975,48419
9821,13265
18548,21992
32262,35707
38857,42302
47652,51097
12091,15535
3603,7048
41458,44902
37009,40454
25596,29041
21025,24470
3454,6898
21051,24496
47031,50475
24502,27946
36517,39962
43457,46902
3204,6648
31012,34456
48154,51599
41117,44562
10651,14095
36032,39476
19251,22695
46292,49737
9438,12882
30589,34033
35119,38563
42283,45727
17195,20640
30516,33960
12067,15512
38819,42264
49862,53306
44904,48348
11865,15309
45042,48486
10494,13938
14578,18022
46369,49814
22618,26062
38813,42257
40994,44439
33072,36517
34017,37461
13902,17347
24776,28220
3198,6642
26844,30288
36946,40391
7290,10734
12239,15684
3646,7090
27292,30736
27383,30827
47392,50837
41028,44473
33779,37223
4418,7863
33442,36886
25889,29334
32688,36133
26642,30086
3176,6620
2887,6331
43569,47014
12826,16270
17473,20917
