34706,38151
10825,14269
46718,50162
9020,12464
24138,27582
31100,34544
33323,36767
20658,24102
25929,29374
11210,14654
19036,22480
29225,32670
33533,36977
42552,45996
1892,5337
45927,49372
27253,30697
10813,14257
24370,27814
18697,22141
12146,15590
39314,42759
29807,33251
2693,6137
45069,48514
31538,34982
25769,29214
20117,23562
28797,32241
4581,8026
13032,16476
29188,32633
22704,26148
30161,33605
13832,17277
9107,12552
47917,51361
17183,20627
28023,31467
15217,18661
47446,50891
10139,13584
42848,46292
35212,38656
43026,46470
4859,8304
47129,50573
33149,36594
8605,12049
36521,39965
5000,8445
24156,27600
11495,14940
37678,41122
8184,11628
21324,24769
32103,35548
42374,45819
45465,48909
29232,32676
29992,33436
43441,46885
11880,15324
28926,32370
42781,46225
36584,40029
14531,17976
26049,29493
19374,22818
28285,31729
28274,31718
11317,14761
48665,52109
32476,35920
29069,32513
24818,28262
40177,43621
4002,7446
10443,13888
1727,5171
11998,15442
20598,24042
35237,38681
47210,50654
4255,7699
32456,35901
42015,45459
15994,19438
32620,36064
19064,22508
48763,52207
28830,32275
39533,42977
12723,16168
31920,35365
45842,49287
19975,23420
14281,17726
6233,9677
22622,26066
6411,9855
23377,26822
32647,36092
46158,49603
9154,12599
49522,52967
28329,31773
18742,22187
14485,17929
29809,33253
17599,21044
41192,44636
40606,44050
4787,8231
47374,50818
11112,14556
14696,18141
38065,41509
6483,9928
29980,33424
44212,47657
48428,51873
40466,43910
2349,5793
30175,33619
16986,20431
40774,44218
47938,51382
36077,39521
4812,8256
43653,47097
30951,34396
5271,8715
23805,27249
6956,10401
44952,48396
17608,21052
41710,45155
29956,33400
21914,25358
35418,38863
3208,6653
20314,23759
45128,48572
42188,45632
11535,14979
28716,32160
15490,18934
10431,13875
36189,39634
46110,49555
20648,24092
39916,43360
31025,34470
26701,30145
19355,22799
9297,12742
31034,34478
36560,40005
20303,23747
14913,18357
42037,45481
26075,29519
19337,22781
36134,39578
23593,27037
43883,47327
13625,17070
6713,10158
23293,26737
40692,44137
23550,26995
44415,47860
34480,37924
44965,48410
37733,41177
45313,48757
25705,29149
4007,7451
40565,44009
10919,14364
25394,28839
19437,22881
23868,27312
45355,48799
6663,10108
31619,35063
24876,28320
19661,23105
36191,39635
40665,44109
35694,39138
9169,12613
17038,20483
1920,5364
23320,26765
20995,24439
5796,9240
10694,14138
31479,34923
7449,10894
28726,32170
21338,24783
5764,9208
6321,9765
23574,27018
25505,28949
21424,24868
38400,41845
46705,50149
45871,49315
3678,7122
35650,39094
4138,7582
24309,27754
32996,36441
38811,42255
26672,30117
8178,11622
45957,49401
44781,48226
10304,13748
33191,36636
22352,25796
2340,5785
23912,27356
35365,38810
42196,45640
48976,52421
22839,26284
21995,25440
25963,29407
24072,27516
47032,50477
49613,53057
12418,15863
16232,19676
7297,10741
11723,15168
17104,20548
36452,39896
24271,27716
11129,14573
27669,31113
27535,30979
11176,14621
37623,41067
18340,21785
5521,8965
24094,27539
18686,22130
40536,43980
18630,22075
45351,48795
23042,26486
43760,47204
12313,15758
32369,35814
13344,16788
37798,41242
2287,5731
8445,11889
32232,35676
22088,25533
44106,47550
12683,16127
18996,22441
22876,26320
21828,25272
31144,34588
37853,41297
15714,19158
47640,51084
20970,24414
40735,44179
5204,8649
24356,27801
32421,35865
36172,39616
